DBA,BORO,ZIPCODE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE
SLATTERY'S MIDTOWN PUB,1,10016,3,2014-01-13 00:00:00,D,04N,12,A
SLATTERY'S MIDTOWN PUB,1,10016,3,2014-01-13 00:00:00,D,08A,12,A
SOFIA PIZZA RESTAURANT,3,11235,62,2014-01-13 00:00:00,U,05D,16,B
SOFIA PIZZA RESTAURANT,3,11235,62,2014-01-13 00:00:00,U,06F,16,B
TERRACE CLUB,1,10019,3,2014-01-13 00:00:00,D,06C,12,A
LA FONTANA,5,10306,48,2014-01-13 00:00:00,D,10B,10,A
DRUNKEN MONKEY BAR & GRILL,5,10310,3,2014-01-13 00:00:00,D,10B,9,A
DRUNKEN MONKEY BAR & GRILL,5,10310,3,2014-01-13 00:00:00,D,06B,9,A
ABITINO'S PIZZA,1,10022,62,2014-01-13 00:00:00,D,06F,10,A
NEW FAT CHENG,3,11216,20,2014-01-13 00:00:00,D,10F,7,A
"DUNKIN' DONUTS, BASKIN ROBBINS",4,11417,3,2014-01-13 00:00:00,U,09A,14,B
"DUNKIN' DONUTS, BASKIN ROBBINS",4,11417,3,2014-01-13 00:00:00,U,10I,14,B
BANY TEN 57 ASIAN FUSION,4,11101,49,2014-01-13 00:00:00,D,06C,8,A
"DUNKIN' DONUTS, BASKIN ROBBINS",4,11417,3,2014-01-13 00:00:00,U,08A,14,B
LA MINITA RESTAURANT,1,10034,53,2014-01-13 00:00:00,F,04K,16,B
BROADWAY GOURMET,1,10012,3,2014-01-13 00:00:00,D,06D,10,A
LA MINITA RESTAURANT,1,10034,53,2014-01-13 00:00:00,F,04A,16,B
BHOJAN,3,11238,44,2014-01-13 00:00:00,D,02G,10,A
NEW GOOD HOPE RESTAURANT,4,11419,17,2014-01-13 00:00:00,D,10A,12,A
NILDA'S SPORT BAR,2,10459,53,2014-01-13 00:00:00,D,04A,10,A
CO BA RESTAURANT,1,10011,28,2014-01-13 00:00:00,D,02G,11,A
YOO'S EVERGREEN SALAD BAR AND SANDWICHES,3,11212,3,2014-01-13 00:00:00,U,02B,21,B
A TASTE OF CHINA,4,11365,20,2014-01-13 00:00:00,U,06D,24,B
CAFE LAFAYETTE,1,10013,27,2014-01-13 00:00:00,D,06C,12,A
CAFE LAFAYETTE,1,10013,27,2014-01-13 00:00:00,D,10B,12,A
A TASTE OF CHINA,4,11365,20,2014-01-13 00:00:00,U,10B,24,B
THE FLYING PUCK,1,10001,3,2014-01-13 00:00:00,D,10H,10,A
THE FLYING PUCK,1,10001,3,2014-01-13 00:00:00,D,06D,10,A
THE FLYING PUCK,1,10001,3,2014-01-13 00:00:00,D,10F,10,A
LA FONTANA,5,10306,48,2014-01-13 00:00:00,D,10F,10,A
NEW FAT CHENG,3,11216,20,2014-01-13 00:00:00,D,06C,7,A
TEA-RIFFIC CAFE,1,10013,20,2014-01-13 00:00:00,D,10F,11,A
NO.1 RESTAURANT,1,10469,20,2014-01-13 00:00:00,D,10A,2,A
MORGAN STANLEY,3,10004,3,2014-01-13 00:00:00,D,08C,10,A
ECUADORIAN RESTAURANT II,4,11106,53,2014-01-13 00:00:00,U,06F,13,A
NEW GOOD HOPE RESTAURANT,4,11419,17,2014-01-13 00:00:00,D,06B,12,A
NEW GOOD HOPE RESTAURANT,4,11419,17,2014-01-13 00:00:00,D,10F,12,A
TRAFFIC BAR & RESTAURANT,1,10019,3,2014-01-13 00:00:00,D,06C,11,A
BHOJAN,3,11238,44,2014-01-13 00:00:00,D,09C,10,A
BEST WINGERS,1,10016,3,2014-01-13 00:00:00,D,02G,7,A
MONUMENT LANE,1,10014,3,2014-01-13 00:00:00,D,10F,11,A
FAIRFIELD INN MARRIOTT,4,11101,3,2014-01-13 00:00:00,D,10I,13,A
YOO'S EVERGREEN SALAD BAR AND SANDWICHES,3,11212,3,2014-01-13 00:00:00,U,06D,21,B
CO BA RESTAURANT,1,10011,28,2014-01-13 00:00:00,D,09B,11,A
HOOMOOS ASLI,1,10012,54,2014-01-13 00:00:00,D,02G,10,A
CO BA RESTAURANT,1,10011,28,2014-01-13 00:00:00,D,10D,11,A
A TASTE OF CHINA,4,11365,20,2014-01-13 00:00:00,U,08B,24,B
A TASTE OF CHINA,4,11365,20,2014-01-13 00:00:00,U,02G,24,B
A TASTE OF CHINA,4,11365,20,2014-01-13 00:00:00,U,10F,24,B
CAFE LAFAYETTE,1,10013,27,2014-01-13 00:00:00,D,10F,12,A
MORELOS BAKERY & DELI,3,11204,8,2014-01-13 00:00:00,F,04L,39,Z
PAZZO PIZZA,1,10017,62,2014-01-13 00:00:00,U,04L,27,Z
HOOMOOS ASLI,1,10012,54,2014-01-13 00:00:00,D,10F,10,A
ANTONIO'S PIZZERIA,3,11201,62,2014-01-13 00:00:00,D,04L,12,A
PAZZO PIZZA,1,10017,62,2014-01-13 00:00:00,U,10D,27,Z
MILLESIME,1,10016,35,2014-01-13 00:00:00,U,02G,13,A
MILLESIME,1,10016,35,2014-01-13 00:00:00,U,06D,13,A
JOHNNY'S RESTAURANT BAR & LOUNGE,4,11417,17,2014-01-13 00:00:00,D,06D,9,A
ANTONIO'S PIZZERIA,3,11201,62,2014-01-13 00:00:00,D,10F,12,A
MORELOS BAKERY & DELI,3,11204,8,2014-01-13 00:00:00,F,04A,39,Z
PAZZO PIZZA,1,10017,62,2014-01-13 00:00:00,U,06C,27,Z
BREEZE THAI-FRENCH KITCHEN,1,10036,82,2014-01-13 00:00:00,U,04J,20,B
C & C ITALIAN DELI,4,11417,3,2014-01-13 00:00:00,D,10F,11,A
JOHN'S DELI,5,10306,48,2014-01-13 00:00:00,U,06F,12,A
TEA-RIFFIC CAFE,1,10013,20,2014-01-13 00:00:00,D,10D,11,A
TEA-RIFFIC CAFE,1,10013,20,2014-01-13 00:00:00,D,10B,11,A
MORGAN STANLEY,3,10004,3,2014-01-13 00:00:00,D,10A,10,A
VEGAN DIVAS,1,10021,8,2014-01-13 00:00:00,D,10F,11,A
MORGAN STANLEY,3,10004,3,2014-01-13 00:00:00,D,09C,10,A
MORGAN STANLEY,3,10004,3,2014-01-13 00:00:00,D,10F,10,A
YUMMY YUMMY EXPRESS,4,11378,20,2014-01-13 00:00:00,U,08A,20,B
YUMMY YUMMY EXPRESS,4,11378,20,2014-01-13 00:00:00,U,02G,20,B
DELI & COFFEE CORP. BREAKFAST & LUNCH,4,11432,27,2014-01-13 00:00:00,D,10D,10,A
JADE GARDEN,5,10310,20,2014-01-13 00:00:00,U,04L,27,Z
YASHINOYA,3,11235,22,2014-01-13 00:00:00,F,04L,21,B
DELI & COFFEE CORP. BREAKFAST & LUNCH,4,11432,27,2014-01-13 00:00:00,D,02B,10,A
ECUADORIAN RESTAURANT II,4,11106,53,2014-01-13 00:00:00,U,06C,13,A
YUMMY YUMMY EXPRESS,4,11378,20,2014-01-13 00:00:00,U,10F,20,B
NEW CHEUN HING KITCHEN,4,11419,20,2014-01-13 00:00:00,U,10I,20,B
JADE GARDEN,5,10310,20,2014-01-13 00:00:00,U,02B,27,Z
YASHINOYA,3,11235,22,2014-01-13 00:00:00,F,09B,21,B
SAKURA 7,4,11378,49,2014-01-13 00:00:00,D,04C,9,A
SUBWAYS,2,10469,69,2014-01-13 00:00:00,D,10B,4,A
MONUMENT LANE,1,10014,3,2014-01-13 00:00:00,D,04C,11,A
ANTHONY AND SON PANNINI SHOPPE,4,11378,69,2014-01-13 00:00:00,U,04A,15,Z
N RICO CAFE RESTAURANT,2,10459,3,2014-01-13 00:00:00,U,04M,22,B
N RICO CAFE RESTAURANT,2,10459,3,2014-01-13 00:00:00,U,02B,22,B
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,06C,28,Z
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,08A,28,Z
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,10B,28,Z
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,09B,28,Z
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,02B,44,Z
TRAFFIC BAR & RESTAURANT,1,10019,3,2014-01-13 00:00:00,D,10F,11,A
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,04A,44,Z
ELI ZABAR,1,10021,3,2014-01-13 00:00:00,D,06D,10,A
DUNKIN DONUTS,1,10033,29,2014-01-13 00:00:00,D,02G,13,A
KIKU SUSHI,1,10001,49,2014-01-13 00:00:00,U,10B,10,A
PEPE ROSSO SOCIAL,1,10013,48,2014-01-13 00:00:00,D,09C,13,A
PEPE ROSSO SOCIAL,1,10013,48,2014-01-13 00:00:00,D,10F,13,A
TEXAS NEW FRIED CHICKEN,4,11385,18,2014-01-13 00:00:00,D,10B,5,A
DOSA ROYALE,3,11231,99,2014-01-13 00:00:00,D,02B,13,A
LEOS VARIEDADES CORP,3,11237,55,2014-01-13 00:00:00,O,,,Z
ANTHONY AND SON PANNINI SHOPPE,4,11378,69,2014-01-13 00:00:00,U,06A,15,Z
N RICO CAFE RESTAURANT,2,10459,3,2014-01-13 00:00:00,U,08A,22,B
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,04M,28,Z
RESTAURANT PATRICK,1,10036,3,2014-01-13 00:00:00,D,10B,12,A
KENNEDY'S CHICKEN & BISCUIT,1,10034,18,2014-01-13 00:00:00,D,10A,7,A
FAIRFIELD INN MARRIOTT,4,11101,3,2014-01-13 00:00:00,D,02G,13,A
PASTORA RESTAURANT PIZZERIA,2,10459,77,2014-01-13 00:00:00,U,10B,2,A
ANDREA'S CHICKEN,4,11378,61,2014-01-13 00:00:00,D,06C,7,A
KOBEYAKI,1,10001,49,2014-01-13 00:00:00,U,06B,20,Z
KOBEYAKI,1,10001,49,2014-01-13 00:00:00,U,06E,20,Z
JOHNNY'S RESTAURANT BAR & LOUNGE,4,11417,17,2014-01-13 00:00:00,D,10F,9,A
PAZZO PIZZA,1,10017,62,2014-01-13 00:00:00,U,02B,27,Z
MORELOS BAKERY & DELI,3,11204,8,2014-01-13 00:00:00,F,08A,39,Z
DONT TELL MAMA,1,10036,3,2014-01-13 00:00:00,U,04N,21,Z
DONT TELL MAMA,1,10036,3,2014-01-13 00:00:00,U,08A,21,Z
DONT TELL MAMA,1,10036,3,2014-01-13 00:00:00,U,10F,21,Z
MORELOS BAKERY & DELI,3,11204,8,2014-01-13 00:00:00,F,04J,39,Z
MORELOS BAKERY & DELI,3,11204,8,2014-01-13 00:00:00,F,06C,39,Z
MORELOS BAKERY & DELI,3,11204,8,2014-01-13 00:00:00,F,10E,39,Z
ANTONIO'S PIZZERIA,3,11201,62,2014-01-13 00:00:00,D,08A,12,A
C & C ITALIAN DELI,4,11417,3,2014-01-13 00:00:00,D,10B,11,A
C & C ITALIAN DELI,4,11417,3,2014-01-13 00:00:00,D,02H,11,A
CHINA GOURMET,1,10019,20,2014-01-13 00:00:00,D,02G,12,A
MARKIS PLACE,4,11103,4,2014-01-13 00:00:00,D,04L,13,A
MARKIS PLACE,4,11103,4,2014-01-13 00:00:00,D,10F,13,A
CHINA GOURMET,1,10019,20,2014-01-13 00:00:00,D,10F,12,A
MARKIS PLACE,4,11103,4,2014-01-13 00:00:00,D,08A,13,A
MARKIS PLACE,4,11103,4,2014-01-13 00:00:00,D,10B,13,A
KURO KUMA ESPRESSO & COFFEE,1,10027,14,2014-01-13 00:00:00,D,10F,7,A
VEGAN DIVAS,1,10021,8,2014-01-13 00:00:00,D,06E,11,A
KURO KUMA ESPRESSO & COFFEE,1,10027,14,2014-01-13 00:00:00,D,06D,7,A
BLOSSOM DU JOUR,1,10036,84,2014-01-13 00:00:00,U,02B,15,B
VEGAN DIVAS,1,10021,8,2014-01-13 00:00:00,D,08C,11,A
MARCHE MADISON,1,10016,3,2014-01-13 00:00:00,U,06C,6,A
FAIR FOLKS,1,10012,14,2014-01-13 00:00:00,D,04N,12,A
FAIR FOLKS,1,10012,14,2014-01-13 00:00:00,D,08A,12,A
JADE GARDEN,5,10310,20,2014-01-13 00:00:00,U,08A,27,Z
JADE GARDEN,5,10310,20,2014-01-13 00:00:00,U,02G,27,Z
NEW CHEUN HING KITCHEN,4,11419,20,2014-01-13 00:00:00,U,08A,20,B
THE DAKOTA BAR,1,10023,3,2014-01-13 00:00:00,D,09B,2,A
YASHINOYA,3,11235,22,2014-01-13 00:00:00,F,06C,21,B
LAHORI KABAB,3,11238,44,2014-01-13 00:00:00,D,06C,12,A
LAHORI KABAB,3,11238,44,2014-01-13 00:00:00,D,10F,12,A
NEW CHEUN HING KITCHEN,4,11419,20,2014-01-13 00:00:00,U,04L,20,B
NEW CHEUN HING KITCHEN,4,11419,20,2014-01-13 00:00:00,U,06D,20,B
NEW CHEUN HING KITCHEN,4,11419,20,2014-01-13 00:00:00,U,10F,20,B
SAKURA 7,4,11378,49,2014-01-13 00:00:00,D,09B,9,A
CHINESE FAST WOK,1,10011,20,2014-01-13 00:00:00,D,06C,5,A
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,04L,28,Z
RESTAURANT PATRICK,1,10036,3,2014-01-13 00:00:00,D,02G,12,A
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,04D,44,Z
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,04L,44,Z
FIVE TACOS,1,10009,55,2014-01-13 00:00:00,D,02G,11,A
DUNKIN DONUTS,1,10033,29,2014-01-13 00:00:00,D,10F,13,A
TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,3,11235,30,2014-01-13 00:00:00,F,02H,28,Z
PEPE ROSSO SOCIAL,1,10013,48,2014-01-13 00:00:00,D,02G,13,A
DRINK-TEA,3,11220,14,2014-01-13 00:00:00,D,10B,3,A
ANDREA'S CHICKEN,4,11378,61,2014-01-13 00:00:00,D,10H,7,A
DAMASCUS GATE,3,11220,56,2014-01-13 00:00:00,U,10F,25,Z
DAMASCUS GATE,3,11220,56,2014-01-13 00:00:00,U,02G,25,Z
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,10F,44,Z
DAMASCUS GATE,3,11220,56,2014-01-13 00:00:00,U,04M,25,Z
DAMASCUS GATE,3,11220,56,2014-01-13 00:00:00,U,08A,25,Z
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,08C,44,Z
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,10J,44,Z
KENNEDY'S CHICKEN & BISCUIT,1,10034,18,2014-01-13 00:00:00,D,10B,7,A
LIBERTY CATERING INC,5,10305,3,2014-01-13 00:00:00,F,08A,44,Z
PEPE ROSSO SOCIAL,1,10013,48,2014-01-13 00:00:00,D,10B,13,A
TEXAS NEW FRIED CHICKEN,4,11385,18,2014-01-13 00:00:00,D,10F,5,A
ELI ZABAR,1,10021,3,2014-01-13 00:00:00,D,06E,10,A
DOSA ROYALE,3,11231,99,2014-01-13 00:00:00,D,06D,13,A
KIKU SUSHI,1,10001,49,2014-01-13 00:00:00,U,02B,10,A
FUJI ISLAND JAPANESE FUSION,5,10305,49,2014-01-13 00:00:00,U,06D,10,A
DELMONICO GOURMET,1,10017,3,2014-01-13 00:00:00,U,10F,20,B
NEW WAH KITCHEN,2,10472,20,2014-01-13 00:00:00,D,06F,10,A
DOMINIE'S HOEK,4,11101,3,2014-01-13 00:00:00,D,08A,12,A
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,1,10011,17,2014-01-13 00:00:00,D,10F,13,A
DRUNKEN MONKEY BAR & GRILL,5,10310,3,2014-01-13 00:00:00,D,10F,9,A
ABITINO'S PIZZA,1,10022,62,2014-01-13 00:00:00,D,06D,10,A
CICCIO'S PIZZA,3,11223,62,2014-01-13 00:00:00,D,06F,8,A
CICCIO'S PIZZA,3,11223,62,2014-01-13 00:00:00,D,10F,8,A
TERRACE CLUB,1,10019,3,2014-01-13 00:00:00,D,02G,12,A
LA FONTANA,5,10306,48,2014-01-13 00:00:00,D,09B,10,A
SUBWAY,3,11207,69,2014-01-13 00:00:00,D,10F,3,A
YOO'S EVERGREEN SALAD BAR AND SANDWICHES,3,11212,3,2014-01-13 00:00:00,U,02G,21,B
BREEZE THAI-FRENCH KITCHEN,1,10036,82,2014-01-13 00:00:00,U,05D,20,B
BREEZE THAI-FRENCH KITCHEN,1,10036,82,2014-01-13 00:00:00,U,10F,20,B
TEA-RIFFIC CAFE,1,10013,20,2014-01-13 00:00:00,D,06C,11,A
FAIRFIELD INN MARRIOTT,4,11101,3,2014-01-13 00:00:00,D,10F,13,A
KOBEYAKI,1,10001,49,2014-01-13 00:00:00,U,02G,20,Z
KENTUCKY FRIED CHICKEN,3,11216,18,2014-01-13 00:00:00,D,10B,2,A
DONT TELL MAMA,1,10036,3,2014-01-13 00:00:00,U,02G,21,Z
PAZZO PIZZA,1,10017,62,2014-01-13 00:00:00,U,08A,27,Z
JOHN'S DELI,5,10306,48,2014-01-13 00:00:00,U,02B,12,A
BLOSSOM DU JOUR,1,10036,84,2014-01-13 00:00:00,U,06F,15,B
YUMMY YUMMY EXPRESS,4,11378,20,2014-01-13 00:00:00,U,04L,20,B
YASHINOYA,3,11235,22,2014-01-13 00:00:00,F,08A,21,B
LAHORI KABAB,3,11238,44,2014-01-13 00:00:00,D,06B,12,A
SUBWAYS,2,10469,69,2014-01-13 00:00:00,D,10F,4,A
FIVE TACOS,1,10009,55,2014-01-13 00:00:00,D,10F,11,A
N RICO CAFE RESTAURANT,2,10459,3,2014-01-13 00:00:00,U,06D,22,B
KENNEDY'S CHICKEN & BISCUIT,1,10034,18,2014-01-13 00:00:00,D,10F,7,A
FUJI ISLAND JAPANESE FUSION,5,10305,49,2014-01-13 00:00:00,U,06B,10,A
SOULFOOD KITCHEN,3,11208,17,2014-01-13 00:00:00,B,,0,A
T.G.I. FRIDAY'S,1,10006,3,2014-01-13 00:00:00,F,08A,29,
COZY SOUP & BURGER,1,10003,3,2014-01-13 00:00:00,F,02G,22,
COZY SOUP & BURGER,1,10003,3,2014-01-13 00:00:00,F,06D,22,
COZY SOUP & BURGER,1,10003,3,2014-01-13 00:00:00,F,10F,22,
THE CENTURY ASSOCIATION,1,10036,3,2014-01-13 00:00:00,P,06D,19,
COZY SOUP & BURGER,1,10003,3,2014-01-13 00:00:00,F,10B,22,
T.G.I. FRIDAY'S,1,10006,3,2014-01-13 00:00:00,F,02G,29,
CASA ADELA,1,10009,53,2014-01-13 00:00:00,P,10F,26,
DRAGON CITY,2,10475,20,2014-01-13 00:00:00,P,10B,2,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,10F,42,
T.G.I. FRIDAY'S,1,10006,3,2014-01-13 00:00:00,F,04L,29,
TICK TOCK DINER,1,10001,3,2014-01-13 00:00:00,F,10E,30,
T.G.I. FRIDAY'S,1,10006,3,2014-01-13 00:00:00,F,06D,29,
SALE & PEPE,1,10006,3,2014-01-13 00:00:00,P,10B,15,
CASA ADELA,1,10009,53,2014-01-13 00:00:00,P,02H,26,
CASA ADELA,1,10009,53,2014-01-13 00:00:00,P,04M,26,
CASA ADELA,1,10009,53,2014-01-13 00:00:00,P,08A,26,
SALE & PEPE,1,10006,3,2014-01-13 00:00:00,P,04L,15,
METRO GRILL,1,10001,23,2014-01-13 00:00:00,P,02G,16,
SALE & PEPE,1,10006,3,2014-01-13 00:00:00,P,08A,15,
THE CENTURY ASSOCIATION,1,10036,3,2014-01-13 00:00:00,P,06C,19,
NICKY'S PIZZA,3,11214,63,2014-01-13 00:00:00,P,08A,27,
THE CENTURY ASSOCIATION,1,10036,3,2014-01-13 00:00:00,P,09C,19,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,04H,42,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,10H,42,
WENDY'S,3,11207,39,2014-01-13 00:00:00,P,10F,22,
THE CENTURY ASSOCIATION,1,10036,3,2014-01-13 00:00:00,P,06F,19,
THE CENTURY ASSOCIATION,1,10036,3,2014-01-13 00:00:00,P,10F,19,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,06A,42,
TICK TOCK DINER,1,10001,3,2014-01-13 00:00:00,F,10B,30,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,06D,42,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,10B,42,
ODESSA,1,10009,3,2014-01-13 00:00:00,F,06F,42,
METRO GRILL,1,10001,23,2014-01-13 00:00:00,P,10E,16,
TICK TOCK DINER,1,10001,3,2014-01-13 00:00:00,F,02G,30,
TICK TOCK DINER,1,10001,3,2014-01-13 00:00:00,F,06D,30,
NICKY'S PIZZA,3,11214,63,2014-01-13 00:00:00,P,02B,27,
TICK TOCK DINER,1,10001,3,2014-01-13 00:00:00,F,06E,30,
WENDY'S,3,11207,39,2014-01-13 00:00:00,P,02G,22,
TICK TOCK DINER,1,10001,3,2014-01-13 00:00:00,F,10F,30,
METRO GRILL,1,10001,23,2014-01-13 00:00:00,P,10F,16,
METRO GRILL,1,10001,23,2014-01-13 00:00:00,P,10A,16,
CHOP'T,1,10003,68,2014-01-13 00:00:00,P,06A,13,
NICKY'S PIZZA,3,11214,63,2014-01-13 00:00:00,P,04L,27,
JUNIORS,1,10017,3,2014-01-13 00:00:00,F,08A,30,
NICKY'S PIZZA,3,11214,63,2014-01-13 00:00:00,P,06D,27,
NICKY'S PIZZA,3,11214,63,2014-01-13 00:00:00,P,10D,27,
WENDY'S,3,11207,39,2014-01-13 00:00:00,P,06D,22,
CHOP'T,1,10003,68,2014-01-13 00:00:00,P,02G,13,
JUNIORS,1,10017,3,2014-01-13 00:00:00,F,04L,30,
JUNIORS,1,10017,3,2014-01-13 00:00:00,F,06D,30,
JOY CURRY & TANDOOR,1,10017,44,2014-01-13 00:00:00,P,08A,16,
JUNIORS,1,10017,3,2014-01-13 00:00:00,F,02G,30,
COSI,1,10016,3,2014-01-13 00:00:00,F,06C,29,
COSI,1,10016,3,2014-01-13 00:00:00,F,04H,29,
POPEYES CHICKEN & BISCUITS,3,11207,18,2014-01-13 00:00:00,P,10F,20,
JOY CURRY & TANDOOR,1,10017,44,2014-01-13 00:00:00,P,10B,16,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,04L,28,
OTTO'S SHRUNKEN HEAD,1,10009,3,2014-01-13 00:00:00,P,06D,16,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,02G,28,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,06D,28,
SULLIVAN & CROMWELL,1,10004,3,2014-01-13 00:00:00,F,02B,30,
SULLIVAN & CROMWELL,1,10004,3,2014-01-13 00:00:00,F,02G,30,
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,06F,30,
BATTERY GARDENS RESTAURANT,1,10004,3,2014-01-13 00:00:00,F,06D,31,
BATTERY GARDENS RESTAURANT,1,10004,3,2014-01-13 00:00:00,F,08A,31,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,10B,28,
SULLIVAN & CROMWELL,1,10004,3,2014-01-13 00:00:00,F,04J,30,
BATTERY GARDENS RESTAURANT,1,10004,3,2014-01-13 00:00:00,F,06A,31,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,16B,,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,04N,35,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,06C,35,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,10B,35,
COSI,1,10016,3,2014-01-13 00:00:00,F,10F,29,
POPEYES CHICKEN & BISCUITS,3,11207,18,2014-01-13 00:00:00,P,04N,20,
POPEYES CHICKEN & BISCUITS,3,11207,18,2014-01-13 00:00:00,P,08A,20,
JAMBA JUICE,1,10036,51,2014-01-13 00:00:00,P,05D,20,
OTTO'S SHRUNKEN HEAD,1,10009,3,2014-01-13 00:00:00,P,08A,16,
JOY CURRY & TANDOOR,1,10017,44,2014-01-13 00:00:00,P,04K,16,
OTTO'S SHRUNKEN HEAD,1,10009,3,2014-01-13 00:00:00,P,04L,16,
DUDLEYS,1,10002,3,2014-01-13 00:00:00,F,04A,36,
FIVE-O INTERNATIONAL RESTAURANT,2,11212,17,2014-01-13 00:00:00,G,02G,29,
JOY CURRY & TANDOOR,1,10017,44,2014-01-13 00:00:00,P,10F,16,
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,08A,30,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,04M,28,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,09C,28,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,04N,28,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,08A,28,
EASTSIDE CAFE,1,10010,14,2014-01-13 00:00:00,F,10F,28,
VALBELLA N.Y.,1,10014,48,2014-01-13 00:00:00,F,06F,16,
BURGER KING,1,10006,39,2014-01-13 00:00:00,P,04L,22,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,08A,35,
ROSA'S CAFE,4,11101,77,2014-01-13 00:00:00,P,02G,26,
ROSA'S CAFE,4,11101,77,2014-01-13 00:00:00,P,04N,26,
ROSA'S CAFE,4,11101,77,2014-01-13 00:00:00,P,10F,26,
BATTERY GARDENS RESTAURANT,1,10004,3,2014-01-13 00:00:00,F,02B,31,
BATTERY GARDENS RESTAURANT,1,10004,3,2014-01-13 00:00:00,F,04K,31,
BATTERY GARDENS RESTAURANT,1,10004,3,2014-01-13 00:00:00,F,10B,31,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,03B,28,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,06D,28,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,08A,28,
ETHOS MEZE,1,10016,54,2014-01-13 00:00:00,F,08B,28,
DIRTY BIRD TO-GO,1,10011,18,2014-01-13 00:00:00,P,02B,20,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,06D,35,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,10F,35,
GOOD HEALTH NATURAL CAFE,1,10021,5,2014-01-13 00:00:00,P,02G,15,
GOOD HEALTH NATURAL CAFE,1,10021,5,2014-01-13 00:00:00,P,09A,15,
CAPTAIN'S CAFE,1,10016,3,2014-01-13 00:00:00,F,05H,35,
JAMBA JUICE,1,10036,51,2014-01-13 00:00:00,P,02G,20,
VALBELLA N.Y.,1,10014,48,2014-01-13 00:00:00,F,04L,16,
GOOD HEALTH NATURAL CAFE,1,10021,5,2014-01-13 00:00:00,P,06D,15,
JAMBA JUICE,1,10036,51,2014-01-13 00:00:00,P,10F,20,
FIVE-O INTERNATIONAL RESTAURANT,2,11212,17,2014-01-13 00:00:00,G,03A,29,
FIVE-O INTERNATIONAL RESTAURANT,2,11212,17,2014-01-13 00:00:00,G,08A,29,
DUDLEYS,1,10002,3,2014-01-13 00:00:00,F,02H,36,
DUDLEYS,1,10002,3,2014-01-13 00:00:00,F,08A,36,
DUDLEYS,1,10002,3,2014-01-13 00:00:00,F,04N,36,
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,08C,30,
FIVE-O INTERNATIONAL RESTAURANT,2,11212,17,2014-01-13 00:00:00,G,04L,29,
PETITE ABEILLE,1,10011,35,2014-01-13 00:00:00,P,04L,21,
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,04L,30,
LASAGNA RESTAURANT,3,11215,48,2014-01-13 00:00:00,F,06D,30,
